symbol	function description	source	confidence code	Previous.Symbols	Synonyms
RFP	Ret finger protein	symbol obsolete	CC:4	NA	NA
RFP2	Ret finger protein 2	symbol obsolete	CC:4	NA	NA
RGC32	Response gene to complement 32	symbol obsolete	CC:4	NA	NA
RNF12	Ring finger protein 12	symbol obsolete	CC:4	NA	NA
RNF144	Ring finger protein 144	symbol obsolete	CC:4	NA	NA
RNF36	Ring finger protein 36	symbol obsolete	CC:4	NA	NA
RP13-297E16.1	DNA segment on chromosome X and Y (unique) 155 expressed sequence, isoform 1	symbol obsolete	CC:4	NA	NA
RP5-860F19.3	KIAA1442 protein	symbol obsolete	CC:4	NA	NA
SMARCA3	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 3	symbol obsolete	CC:4	NA	NA
SMCX	Smcy homolog, X-linked (mouse)	symbol obsolete	CC:4	NA	NA
SMCY	Smcy homolog, Y-linked (mouse)	symbol obsolete	CC:4	NA	NA
SNFT	Jun dimerization protein p21SNFT	symbol obsolete	CC:4	NA	NA
SURB7	SRB7 suppressor of RNA polymerase B homolog (yeast)	symbol obsolete	CC:4	NA	NA
SYBL1	Synaptobrevin-like 1	symbol obsolete	CC:4	NA	NA
TADA2L	Transcriptional adaptor 2 (ADA2 homolog, yeast)-like	symbol obsolete	CC:4	NA	NA
TADA2L	transcriptional adaptor 2 (ADA2 homolog, yeast)-like	symbol obsolete	CC:4	NA	NA
TADA3L	Transcriptional adaptor 3 (NGG1 homolog, yeast)-like	symbol obsolete	CC:4	NA	NA
TADA3L	transcriptional adaptor 3 (NGG1 homolog, yeast)-like	symbol obsolete	CC:4	NA	NA
TCF1	Transcription factor 1, hepatic; LF-B1, hepatic nuclear factor (HNF1), albumin proximal factor	symbol obsolete	CC:4	NA	NA
TCF2	Transcription factor 2, hepatic; LF-B3; variant hepatic nuclear factor	symbol obsolete	CC:4	NA	NA
TCF8	Transcription factor 8 (represses interleukin 2 expression)	symbol obsolete	CC:4	NA	NA
TGIF	TGFB-induced factor (TALE family homeobox)	symbol obsolete	CC:4	NA	NA
THRAP1	Thyroid hormone receptor associated protein 1	symbol obsolete	CC:4	NA	NA
THRAP4	Thyroid hormone receptor associated protein 4	symbol obsolete	CC:4	NA	NA
THRAP5	Thyroid hormone receptor associated protein 5	symbol obsolete	CC:4	NA	NA
THRAP6	Thyroid hormone receptor associated protein 6	symbol obsolete	CC:4	NA	NA
TITF1	Thyroid transcription factor 1	symbol obsolete	CC:4	NA	NA
TNRC4	trinucleotide repeat containing 4	symbol obsolete	CC:4	NA	NA
TNRC4	Trinucleotide repeat containing 4	symbol obsolete	CC:4	NA	NA
TNRC5	Trinucleotide repeat containing 5	symbol obsolete	CC:4	NA	NA
TNRC8	Trinucleotide repeat containing 8	symbol obsolete	CC:4	NA	NA
TNRC9	Trinucleotide repeat containing 9	symbol obsolete	CC:4	NA	NA
TP73L	Tumor protein p73-like	symbol obsolete	CC:4	NA	NA
TRFP	Trf (TATA binding protein-related factor)-proximal homolog (Drosophila)	symbol obsolete	CC:4	NA	NA
UBXD2	UBX domain containing 2	symbol obsolete	CC:4	NA	NA
WDR39	WD repeat domain 39	symbol obsolete	CC:4	NA	NA
ZA20D1	Zinc finger, A20 domain containing 1	symbol obsolete	CC:4	NA	NA
ZA20D2	Zinc finger, A20 domain containing 2	symbol obsolete	CC:4	NA	NA
ZA20D3	Zinc finger, A20 domain containing 3	symbol obsolete	CC:4	NA	NA
ZF	HCF-binding transcription factor Zhangfei	symbol obsolete	CC:4	NA	NA
ZFHX1B	Zinc finger homeobox 1b	symbol obsolete	CC:4	NA	NA
ZFP95	Zinc finger protein 95 homolog (mouse)	symbol obsolete	CC:4	NA	NA
ZNF161	Zinc finger protein 161	symbol obsolete	CC:4	NA	NA
ZNF179	Zinc finger protein 179	symbol obsolete	CC:4	NA	NA
ZNF206	Zinc finger protein 206	symbol obsolete	CC:4	NA	NA
ZNF228	Zinc finger protein 228	symbol obsolete	CC:4	NA	NA
ZNF265	Zinc finger protein 265	symbol obsolete	CC:4	NA	NA
ZNF272	Zinc finger protein 272	symbol obsolete	CC:4	NA	NA
ZNF278	Zinc finger protein 278	symbol obsolete	CC:4	NA	NA
ZNF286	Zinc finger protein 286	symbol obsolete	CC:4	NA	NA
ZNF289	Zinc finger protein 289, ID1 regulated	symbol obsolete	CC:4	NA	NA
ZNF294	Zinc finger protein 294	symbol obsolete	CC:4	NA	NA
ZNF306	Zinc finger protein 306	symbol obsolete	CC:4	NA	NA
ZNF307	Zinc finger protein 307	symbol obsolete	CC:4	NA	NA
ZNF31	Zinc finger protein 31	symbol obsolete	CC:4	NA	NA
ZNF312	Zinc finger protein 312	symbol obsolete	CC:4	NA	NA
ZNF313	Zinc finger protein 313	symbol obsolete	CC:4	NA	NA
ZNF336	Zinc finger protein 336	symbol obsolete	CC:4	NA	NA
ZNF342	Zinc finger protein 342	symbol obsolete	CC:4	NA	NA
ZNF364	Zinc finger protein 364	symbol obsolete	CC:4	NA	NA
ZNF38	Zinc finger protein 38	symbol obsolete	CC:4	NA	NA
ZNF406	Zinc finger protein 406	symbol obsolete	CC:4	NA	NA
ZNF409	Zinc finger protein 409	symbol obsolete	CC:4	NA	NA
ZNF42	Myeloid zinc finger 1	symbol obsolete	CC:4	NA	NA
ZNF435	Zinc finger protein 435	symbol obsolete	CC:4	NA	NA
ZNF447	Zinc finger protein 447	symbol obsolete	CC:4	NA	NA
ZNF452	Zinc finger protein 452	symbol obsolete	CC:4	NA	NA
ZNF452	zinc finger protein 452	symbol obsolete	CC:4	NA	NA
ZNF509	Zinc finger protein 509	symbol obsolete	CC:4	NA	NA
ZNF539	Zinc finger protein 539	symbol obsolete	CC:4	NA	NA
ZNF545	Zinc finger protein 545	symbol obsolete	CC:4	NA	NA
ZNF553	Zinc finger protein 553	symbol obsolete	CC:4	NA	NA
ZNF588	Zinc finger protein 588	symbol obsolete	CC:4	NA	NA
ZNF6	Zinc finger protein 6	symbol obsolete	CC:4	NA	NA
ZNF651	Zinc finger protein 651	symbol obsolete	CC:4	NA	NA
ZNF690	Zinc finger protein 690	symbol obsolete	CC:4	NA	NA
ZNF702	Zinc finger protein 702	symbol obsolete	CC:4	NA	NA
ZNF75	Zinc finger protein 75 (D8C6)	symbol obsolete	CC:4	NA	NA
ZNF9	Zinc finger protein 9	symbol obsolete	CC:4	NA	NA
ZNFN1A1	Zinc finger protein, subfamily 1A, 1 (Ikaros)	symbol obsolete	CC:4	NA	NA
ZNFN1A2	Zinc finger protein, subfamily 1A, 2 (Helios)	symbol obsolete	CC:4	NA	NA
ZNFN1A3	Zinc finger protein, subfamily 1A, 3 (Aiolos)	symbol obsolete	CC:4	NA	NA
ZNFN1A4	Zinc finger protein, subfamily 1A, 4 (Eos)	symbol obsolete	CC:4	NA	NA
ZNFN1A5	Zinc finger protein, subfamily 1A, 5	symbol obsolete	CC:4	NA	NA
ZSCAN5	Zinc finger and SCAN domain containing 5	symbol obsolete	CC:4	NA	NA
ZSCAN5	zinc finger and SCAN domain containing 5	symbol obsolete	CC:4	NA	NA
ZUBR1	Zinc finger, UBR1 type 1	symbol obsolete	CC:4	NA	NA
