#symbol	mEpi_Sorted_d0	mEpi_d1	mEpi_d2	mEpi_d3	mEpi_d4	mEpi_d5	mEpi_d6	mEpi_d7	mEpi_d8	mEpi_d10	mEpi_d12	mEpi_d14	mEpi_d16	mEpi_d18	mEpi_d20	mEpi_d21
Trim11	11.89	7.95	8.34	4.48	7.82	11.93	6.71	24.21	7.41	8.4	3.32	12.17	3.59	10.24	4.43	9.15
Trim12a	18.74	5.58	0	0	1.25	0.65	0	0	0	0	1.01	3.45	2.05	2.33	16.35	3.43
Trim12c	15.35	12.81	6.45	24.11	2.22	4.85	6.68	13.68	2.65	4.03	11.1	21.84	7.25	6.16	7.43	16.2
Trim13	6.39	6.71	9.1	3.57	17.69	7.94	15.18	22.52	47.4	30.51	28.58	20.2	23.12	20.88	14.11	7.21
Trim14	2.95	1.89	0	0	0	0	0	0	0	0	1.05	0	0.71	1.87	0	0.73
Trim15	0	0	0	0	0	0	0	0	0	3.56	0	0	0	0	0	1.16
Trim16	1.07	8.89	6.38	5.43	4.72	7.82	4.8	8.53	11.9	8.04	9.53	4.41	6.43	6.55	2.82	7.35
Trim17	0	0.88	0	0	0	0.95	0	0.31	0	0	0	1.42	2.33	2.63	1.46	2.71
Trim2	17.83	40.67	67.85	52.5	83.78	121.81	193.96	220.12	185.65	260.48	301.03	221.52	206.33	222.62	147.22	158.23
Trim21	15.95	7.4	6.26	6.45	6.83	9.2	1.39	0	1.23	3.72	0	6.92	2.23	2.23	7.17	7.78
Trim23	26	21.95	27.78	25.95	33.97	36.31	42.51	50.72	110.36	67.2	79.02	55.26	71.67	61.32	57.21	41.87
Trim24	52.65	54.39	72.12	96.91	88.46	82.11	116.99	101.95	140.1	101.84	77.88	67.88	55.06	43.23	32.74	32.78
Trim25	11.45	5.87	5.09	2.73	1.66	1.46	1.57	0	1.4	2	0.58	2.78	0.72	4.7	4.42	3.89
Trim26	33.5	17.35	36.07	33.33	36.78	25.8	25.9	24.82	5.21	19.73	9.83	32.93	20.83	19.41	23.91	24.8
Trim27	81.11	80.35	64.33	81.06	55.06	49.97	52.03	48.39	12.82	28.54	39.09	24.53	24.39	23.96	22.13	18.61
Trim28	423.99	528.51	402.76	364.15	374.59	309.09	369.96	306.33	167.26	182.86	182.92	127.12	110.32	102.12	85.06	100.9
Trim29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trim3	9.41	6.21	13.89	16.32	6.74	12.05	15.77	25.61	22.42	38.79	50.96	50.54	41.37	54.23	46.89	43.58
Trim30a	2.21	3.05	0	0	0.73	0	0	0	0	0	0	0.38	0	0.51	0	0
Trim30b	0.7	1.21	10.98	65.93	1.52	1.81	24.24	39	16.77	5.8	62.63	68.9	0	1.22	1.2	0
Trim30d	1.52	0	0	0	0.28	0	0	0	0	0	0	1.75	1.59	2.25	1.75	7.44
Trim31	0	0	0	0	0	0.43	0	0	0	0	0	0	0	0	0	0
Trim32	19.6	22.08	31.8	20.32	32.11	30.24	45.81	63.27	46.52	103.59	91.07	80.59	99.55	79.69	62.59	78.43
Trim33	44.45	39.97	43.4	30.74	36.78	47.75	57.15	59.35	43.08	65.14	53.82	45.8	31.83	31.58	29.29	25.34
Trim34a	8.1	2.43	0	0.87	0.36	0	1.46	0	0	0	2.9	1.68	0.39	0	3.15	0.97
Trim34b	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16	2.66	6.45
Trim35	102.84	116.29	196.27	180.09	211.36	252.72	289.09	351.59	318.96	430.29	367.06	330.71	330.8	341.59	258.25	260.97
Trim36	5.5	1.32	8.22	3.89	19.55	34.69	61.88	93.51	82.23	69.6	47.44	40.33	15.92	17.27	9.94	13.27
Trim37	76.6	53.83	82.47	101.36	93.12	94.43	135.46	118.42	111.17	146.64	141.49	119.82	114.88	143.11	113.94	103
Trim38	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63	0	0
Trim39	33.12	18.47	11.1	12.5	20.18	21.99	19.79	22.87	6.12	21.2	20.86	16.3	20.77	17.08	14.74	14.18
Trim40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trim41	24.04	21.82	17.64	12.37	27.42	23.39	29.87	28.31	15.81	30.76	19.98	18.84	25.19	24.45	16.72	16.14
Trim42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trim43a	0	0	0	0	1.01	0	3.61	1.34	0	1.38	0	1.57	0	0	0	0
Trim43b	9.89	1.64	3.01	9.98	2.1	2.6	9.73	6.63	4.26	2.87	5.55	13.45	1.41	2.34	1.28	1.05
Trim43c	0.27	0	0	0	0	1.1	0	0	0	0	0	0	0	0	0	0
Trim44	180.76	146.77	171.66	124.88	120.31	156.47	123.79	176.59	130.28	222.77	229.65	206.67	224.9	247.08	185.22	228.2
Trim45	8.98	6.67	11.73	11.37	8.28	9.73	9.2	11.97	8.28	16.55	10.64	13.76	9.63	10.63	7.6	9.52
Trim46	3.07	3.61	0.66	0	2.38	0.61	10.42	11.76	23.53	38.06	38.16	38.1	28.67	23.14	25.79	23.97
Trim47	0.76	3.25	0.41	0	0	0	0	0.87	0	0	0.68	6.58	15.19	8.09	8.04	5.17
Trim50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trim52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trim54	2.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trim55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trim56	40.99	27.27	25.8	13.09	19.11	22.8	19.31	11.88	6.42	9.43	12.38	9.9	14.56	17.18	18.77	22.22
Trim58	0	0	0	0	0	0	0	0	0	0	0	0.66	0	0	0	0
Trim59	100.8	137.57	135	197.57	139.54	102.88	110.72	77.89	74.68	23.97	44.69	28.88	21.91	20.16	15.42	18.87
Trim6	38.74	41.43	22.56	20.72	4.34	2.5	0.33	0	0	0	0	0	0.79	0.92	1.15	0.27
Trim60	0.92	0.98	0	0	0	0	0	0	0	0	0	0	0.28	0	1.52	0
Trim61	4.66	2.49	0	0.52	0	0.89	0	1.33	0	3.51	2.08	3.35	3.28	2.06	2.57	0.48
Trim62	4.66	5.22	6.88	3.57	6.64	9.42	10.32	16.49	10.32	31.46	28.58	19.9	26.51	29.41	19.11	18.58
Trim63	3.69	2.53	0.48	0	0	0	0.67	0	2.95	0	0	0.77	0	0	1.77	0.63
Trim65	0.27	1.46	2.92	1.47	0.3	0	0.82	0	0	0.47	0.98	4.72	0.99	1.45	1.81	1.68
Trim66	0	0.58	0.29	0	0.79	0.41	0.27	0.82	0	4.19	6.74	5.06	2.92	6.08	4.75	4.31
Trim67	37.92	1.32	0.3	1.01	1.98	7.35	22.33	28.75	18.91	66.36	70.31	42.09	32.16	37.05	21.13	19.84
Trim68	4.9	4.49	16.08	8.45	15.5	9.63	7.87	7.2	10.23	3.17	7.51	9.65	13.08	7.05	7.88	11.2
Trim69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trim7	1.07	0.77	0.73	0.49	0	2.51	1.61	0.17	0	1.47	0	4.12	0.86	1.88	3.29	3.68
Trim71	206.92	337.71	324.82	235.22	83.47	63.93	35.21	13.62	2.6	1.74	1.11	0.15	0	0.38	0.24	0.33
Trim72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trim75	0	0	0	0	0	0	0	0	0	0	0	0	0	1.41	0	0
Trim8	53.44	64.88	62.34	37.04	72.01	83.78	80.15	108.92	56.93	100.03	71.57	70.31	72.23	87.55	66.66	79.13
Trim9	0.37	0	2	0.69	13.38	14.13	22.67	29.51	24.15	62.04	62.24	69.72	69.48	96.21	78.48	82.86
Triml1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Triml2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trio	34.13	36.27	37.01	14.32	27.87	42.53	39.5	63.07	25.21	69.3	65.69	50.25	40.33	43.96	30.77	37.39
Triobp	43.96	52.24	24.88	32.49	27.5	27.82	10.31	16.08	21.53	23.32	37.27	28.6	45.29	30.82	36.31	35.88
Trip10	32.51	43.36	25.76	29.87	19.81	12.98	12.6	2.92	9.22	6.06	1.96	6.3	5.29	9.68	9.67	11.24
Trip11	29.08	16.18	18.23	14.42	16.37	23.24	22.69	23.44	11.94	21.41	21.34	25.04	20.37	23.24	23.48	27.09
Trip12	176.59	168.52	161.25	124.62	143.89	161.28	152.96	163.53	137.35	128.71	134.51	112.26	89.65	89.47	77	92.04
Trip13	61.62	85.64	85.16	81.63	64.13	46.97	47.04	40.49	37.25	11.68	11.22	11.45	11.12	6.65	6.35	4.54
Trip4	19.17	29.3	30.04	28.79	35.05	28.62	29.99	29.25	42.48	37.9	47.85	49.51	35.85	36.5	46.85	37.03
Trip6	34.33	54.56	77.43	61.37	60.69	48.66	17.88	11.44	7.6	10.78	9.38	23.01	13.22	15.66	12	21.71
Triqk	0.96	1.02	13.31	12.84	3.18	14.28	14.37	7.66	25.45	21.66	8.57	42.93	26.57	50.76	36.79	37.73
Trit1	28.68	33.25	50.47	44.39	27.71	23.15	34.51	28.61	33.79	40.78	17.33	14.61	14.61	16.26	27.8	5.96
Trmt1	52.46	51.09	49.93	50.9	31.64	36.41	41.48	25.23	34.33	20.07	21.71	20.92	18.41	21.33	20.74	22.19
Trmt10a	38.47	20.95	17.56	14.72	20.54	23.31	21.51	11.65	12.65	6.93	9.02	7.99	9.27	4.61	10.54	3.3
Trmt10b	7.3	6.51	3.47	10.34	10.78	8.84	13.99	14.38	17.79	4.89	14.51	17.48	20.06	15.48	27.94	12.98
Trmt10c	58.64	59.09	63.82	56.8	41.84	45.89	70.21	52.42	61.29	42.74	25.29	30.18	27.48	32.1	22.45	27.71
Trmt11	26.58	59.14	50.37	66.06	38.84	28.86	37.74	21.07	37.2	16.57	16.48	20.16	14.53	10.89	15.96	16.58
Trmt112	61.21	68.31	39.57	47.34	52.04	36.62	23.95	65.91	14.14	33.76	29.27	30.58	40.65	56.41	43.34	29.68
Trmt12	8.66	14	9.47	2.7	14.05	10.62	11.48	8.98	11.51	12.45	4.32	10.76	3.4	10.03	0.8	5.7
Trmt13	6.13	7.6	4.97	6.57	2.17	6.18	11.39	6.72	12.37	4.06	6.57	3.8	5.02	3.12	3.89	5.13
Trmt1l	26.96	28.2	28.14	25.64	45.11	37.75	24.92	40.49	37.07	41.68	28.6	22.7	23.44	22.92	17.85	23.54
Trmt2a	48.6	48.36	48.69	56.83	55.13	54.74	69.4	59.04	41.76	36.75	29.06	41.48	32.8	35.94	45.37	39.14
Trmt2b	6.08	5.72	6.65	14.5	11.24	5.83	2.3	10.13	12.36	10.08	4.29	9.1	12.25	8.66	13.73	8.53
Trmt44	8.69	9.93	5.76	11.25	3.98	5.5	6.74	9.59	5.97	4.06	3.21	5.16	4.33	3.81	0.79	1.84
Trmt5	30.19	27.45	39.58	39.13	28.4	16.73	30.18	27.6	30.08	17.45	22.5	7.81	26.7	14.4	11.99	15.48
Trmt6	66.09	94.4	79.79	81.13	69.92	65.66	54.01	40.15	31.37	35.6	25.87	16.79	19.58	19.39	22.28	23.98
Trmt61a	17.65	41.57	31.26	14.26	18.32	21.85	14.55	13.07	4.22	7.3	6.18	7.19	9.97	14.86	8.33	7.27
Trmu	9.37	11.2	7.65	16.99	12.81	18.32	25.66	21.41	27.08	21.6	12.81	11.4	5.32	12.26	19.7	11.53
Trnau1ap	68.85	68.83	78.36	94.31	76.21	76.37	121.21	98.37	74.56	90.26	62.91	63.21	109.2	88.82	65.4	75.53
Trnp1	0	0	0	3.4	2.81	0	0	2.32	6.75	0.77	5.45	2.63	8.46	11.3	8.74	9.38
Trnt1	78.04	102.04	81.24	103.03	79.07	72.29	60.68	51.82	90.47	62.47	70.86	79.86	56.92	53.4	56.13	50.17
Tro	53.8	35.96	58.35	38.84	60.41	62.42	50.82	81.59	88.3	110.75	168.86	120.38	133.81	114.24	123.04	103.16
Troap	19.21	16.6	14.21	15.36	13.09	13.56	6.65	8.45	5.4	4.46	2.64	1.91	0.89	1.17	0.49	0
Trove2	32.52	38.39	60.26	68.39	62.95	72.32	85.16	81.58	96.93	90.99	73.29	70.31	62.2	61.74	43.64	51.46
Trp53	154.83	223.14	139.21	114.9	85.94	84.7	66.75	88.76	17.61	30.7	22.87	18.58	17.13	24.59	20.06	19.82
Trp53bp1	56.23	55.27	47.45	48.22	56.61	72.17	97.25	119.37	85.12	112.6	102.58	80.72	59.39	71.65	60.53	60.08
Trp53bp2	34.73	39.8	33.44	28.91	35.7	43.99	43.5	42.75	14.45	33.38	25.6	17.76	28.31	27.91	30.07	35
Trp53i11	67.62	94.58	36.77	43.58	143.13	158.02	255.16	228	113.42	81.04	39.95	38.13	27.49	17.79	15.42	42.66
Trp53i13	7.48	3.08	7.37	6.17	2.55	4.62	7.76	3.29	1.53	4.34	2.06	1.98	3.47	7.92	14.47	9.91
Trp53inp1	68.31	107.78	135.44	105.61	139.59	146.42	93.21	108.14	118.41	114.12	70.99	55.42	55.47	59.83	57.24	57.19
Trp53inp2	40.18	35.14	40.25	11.5	59.76	95.27	101.69	121.27	102.58	141.07	120.15	90.9	62.59	60.51	60.96	73.93
Trp53rk	5.1	4.06	2.71	3.82	2.16	4.3	4.8	9.41	18.98	8.32	4.44	5.18	1.08	2.06	0.88	3.32
Trp53tg5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trp63	0	0.85	0.19	0.48	0	0.2	0	0	0	0.27	0	0.31	0	0	0.23	0
Trp73	0	2.44	0	0	0	0.2	0	0.38	2.52	0.26	2.04	0	0.42	3.22	0.46	3.27
Trpa1	3.51	3.97	0	0	0.22	0	0	0	0	0	0	1.01	1.41	1.45	3.1	1.44
Trpc1	4.98	6.22	10.31	8.91	13.18	16.19	17.44	11.39	33.1	19.2	20.3	23.38	16.36	18.48	20.16	22.49
Trpc2	9.43	7.72	8.36	7.92	13.91	12.78	12.72	14.64	8.53	8.47	5.74	5.88	5.08	6.16	4.52	5.43
Trpc3	1.13	0.72	0.48	0	1	1.03	1.69	2.06	1.8	7.14	6.05	8.16	4.9	8.13	5.08	4.16
Trpc4	0	0	0	0.97	0.8	0	0	0	0	2.53	2.58	6.62	4.63	2.54	0.95	3.84
Trpc4ap	76	78.22	99.28	110.62	103.71	104.76	133.11	144.28	125.85	106.73	125.23	119.34	112.68	108.95	103.74	131.99
Trpc5	0.2	0	0	0	0.89	0.92	4.81	2.75	15.43	9.37	9.04	11.39	12.33	12.09	12.69	11.09
Trpc6	0.55	0.88	0	0	0.61	0.63	0	0	0	0	0.99	0	0	2.34	0	1.36
Trpc7	0	0	0	0	0	0	0.72	0	0	3.61	5.14	5.77	4.62	8.62	7.6	6.19
Trpd52l3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trpm1	0.57	0	0.16	0.39	1.29	0.5	0.22	0	0	1.72	0	0.49	0.34	3.02	2.61	3.16
Trpm2	0	0	0	0.75	0.25	0.13	0	0	1.21	2.24	2.04	2.56	1.38	2.42	1.21	2.11
Trpm3	0.91	0	0	0	0.5	1.31	0	4.15	2.83	15.65	19.1	19.18	24.32	21.06	24.27	28.28
Trpm4	3.92	1.05	3.56	2.89	3.47	1.8	3.53	0.67	0	4.14	3.51	3.72	4.02	1.25	4.15	2.41
Trpm5	0	0	0	0	0.45	0	0	0	0	0	0.72	3.48	0	1.5	0.53	2.24
Trpm6	0	0	0	0	0	0.44	0	0	0	0	0	1.1	0.15	0.27	0	0.47
Trpm7	86.82	84.74	76.71	96.66	56.01	57.08	43.11	46.08	53.86	43.52	52.67	42.3	36.5	36.42	36.67	42.86
Trpm8	0	0	0.64	0	0	0	0	0	0	0	0	0.35	0.48	0.21	0.27	0
Trps1	3.45	2.88	5.66	1.92	8.85	12.35	11.99	9.91	12.63	14.08	16.41	22.92	24.05	26.5	31.76	28.8
Trpt1	0	0	0.79	0.99	3.28	5.94	7.77	2.54	6.88	17.86	10.59	8.93	0.89	4.71	12.74	0.91
Trpv1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trpv2	6.1	5.59	3.2	8.66	1.99	2.64	5.61	9.46	2.74	20.97	14.93	15.81	16.07	17.88	15.95	12.2
Trpv3	0	0	0	0	0	0	0	0	0	0	0.25	1.47	0	0.3	0.38	0.7
Trpv4	0	0	0	0	0	0	0	0	0	0	0.46	0	0	0.27	0	0.64
Trpv5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trpv6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trrap	48.91	33.9	35.43	23.61	40.16	44.35	32.79	43.94	24.99	30.86	33.16	27.72	22.44	23.52	22.09	22.25
Trub1	37.39	25.48	26.98	31.02	16.6	20.45	16.33	13.88	14.29	17.61	9.02	30.91	12.75	16.2	12.93	12.86
Trub2	35.22	33.48	38.15	39.35	40.61	48.8	45.49	43.89	55.23	29.5	18.37	11.38	20.06	18.66	23.52	17.16
Try10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Try4	0.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Try5	0.53	0	0	0	0	0	0	0	0	0	0	3.67	0	0	0	0
Tsacc	0	0	0	0	4.01	0	0	0	33.68	0	0	0	0	0	7.19	2.23
Tsc1	15.74	11.53	13.13	15.46	14.44	18.91	22.8	30.31	17.04	31.37	23.14	21.22	25.09	22.33	18.27	21.22
Tsc2	29	30.57	34.27	24.62	38.36	35.94	35.83	38.19	30.45	39.35	35.07	29.51	27.31	23.71	25.96	24.14
Tsc22d1	72.35	99.43	239.82	243.02	277.4	331.06	328.34	350.77	541.34	576.8	545.75	467.95	497.45	425.52	361.25	543.04
Tsc22d2	12.03	16.79	17.88	15.75	19.04	21.13	16.21	18.38	19.23	29.05	37.32	17.5	18.25	15.54	14.44	14.93
Tsc22d3	24.85	50.51	86.62	126.9	113.99	87.12	119.67	127.31	200.84	139.5	111.6	114.87	123.92	123.81	123.51	103.39
Tsc22d4	9.26	5.84	11.53	12.64	8.13	9.68	5.02	5.98	14.22	6.62	9.02	27.85	24.82	38.16	45.09	43.57
Tsen15	50.75	65.46	57.41	68.04	49.57	29.95	13.43	6.82	20.82	15.75	10.68	34.73	28.8	25.31	44.47	30.32
Tsen2	37.62	35.33	24.51	25.84	21.33	27.36	30.28	33.04	23.16	17.98	24.62	26.89	25.45	29.66	26.73	30.5
Tsen34	138.95	136.62	143.06	116.38	158.93	112.86	132.27	132.29	123.86	180.84	108.55	147.08	167.61	145.47	127.85	123.84
Tsen54	15.66	18.57	22.16	16.45	7.03	21.36	10.79	7.74	6.75	12.13	11.36	6.57	13.78	1.79	1.68	1.56
Tsfm	59.52	59.17	46.38	46.94	50.38	36.94	37.81	35.22	27	39.06	22.54	35	27.87	31.17	22.25	15.51
Tsg101	102.72	103.01	122.22	156.8	139.45	158.75	236.65	237.47	252.46	191.23	156.88	128.07	136.37	85.21	91.66	80.44
Tsga10	0.69	1.98	3.71	3.72	4.69	6.36	9.71	6.87	18.43	6.97	9.92	7.17	10.32	8.82	11.02	9.96
Tsga13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tsga8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tshb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tshr	0.39	1.34	0.41	3.36	2.35	0.44	0.58	0.44	0	0.88	0.35	2.33	0.7	1.33	0	0.71
Tshz1	10	2.36	11.78	10.44	28.8	33.88	25.13	27.55	13.08	37.67	38.12	36.98	23.93	35.05	23.94	24.06
Tshz2	0.16	0.17	0.17	0.66	2.9	3.56	10.31	7.85	4.13	36.26	28.97	28.2	17.36	25.49	22.53	21.55
Tshz3	0.33	1.57	1.75	4.16	3.44	2.44	4.17	10.46	3.69	14.77	9.35	10.7	6.5	3.12	4.76	6.23
Tsks	0	0	0	0	0	0	0.7	0	0	0	0	0	0	0	0	0
Tsku	8.99	10.68	14.95	15.18	16.22	10.69	7.99	6.46	7.52	12.05	11.31	15.68	14.12	10.94	13.74	23.36
Tslp	0	0	0	1	0	0.86	0	0	0	0	0	0	0	0	0	0
Tsn	111.69	129.15	172.99	185.81	233.62	204.4	279.87	220.51	280.71	291.28	309.2	275.77	229.03	222.77	197.32	195.24
Tsnax	107	150.35	197.63	261.6	239.58	235.36	279.51	322.53	354.89	409.1	432.8	388.16	342.34	369.08	305.13	253.94
Tsnaxip1	0.38	0	0	0	0	0	0	0	0	0	1.35	3.26	2.74	13.64	6.52	11.65
Tspan1	0	0	0	0	0	0	0	0	0	0	2.26	0.73	0	0	0	0
Tspan10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tspan11	0.39	3.57	1.05	0	3.26	4.5	9.71	11.21	8.86	4.14	2.11	1.69	2.6	0.62	1.04	2.17
Tspan12	9.73	14	31.56	21.15	41.61	33.48	25.17	30.31	31.66	35.93	48.03	34.13	38.45	28.81	30.67	37.18
Tspan13	59.2	74.7	128.38	133.33	169.02	176.59	256.32	248.42	468.95	472.2	454.87	366.97	311.27	378.34	337.75	250.42
Tspan14	60.78	52.37	80.1	54.33	111.01	103.39	106.86	99.19	81.19	77.9	76.71	52.39	59.46	56.18	51.87	65.26
Tspan15	3.57	7.84	3.79	10.97	12.16	4.89	19.21	6.49	6.9	24.1	28.84	60.42	61.14	59.59	102.32	78.11
Tspan17	1.59	0.57	0	0.71	4.28	1.82	7.95	11.51	7.04	12.79	27.5	16.45	42.84	32.58	54.06	37.2
Tspan18	5.01	4.54	6.97	4.78	43.09	44.06	56.01	35.08	14.16	36.54	29.36	34.86	18.76	30.37	24.86	25.97
Tspan2	73.32	85.03	71.75	46.2	60.62	38.49	58.29	26.25	29.34	53.27	46.07	70.04	79.89	86.12	71.64	71.79
Tspan3	205.95	304.95	571.89	568.52	605.39	572.01	528.13	456.91	625.24	475.27	500.41	560.96	682.99	688.73	719.07	715.06
Tspan31	70.69	64.35	62.7	63.96	53.72	75.5	95.32	101.69	125.1	71.8	53.02	80.87	93.44	88	82.28	73.92
Tspan32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tspan33	2.97	4.08	2.72	0.57	3.28	3.4	12.08	4.36	0	6.39	3.79	9.5	9.71	4.49	3.93	11.48
Tspan4	14.35	35.61	19.7	18.54	12.07	8.31	7.9	11.15	0.87	32.53	22.38	20.43	31.15	16.05	36.78	45.93
Tspan5	56.63	57.48	74.23	94.86	57.17	66.74	99.48	125.56	112.49	190.91	187.57	136.48	144.8	111.45	125.32	97.46
Tspan6	139.77	234.91	216.38	237.74	231.01	204.42	250.97	193.98	375.13	288.13	329.92	386.79	335.96	289.19	292.09	314.24
Tspan7	81.33	41.96	79.17	59.74	46.1	34.99	53.02	81.93	131.89	432.26	525.78	559.32	547.83	574.83	539.33	430.4
Tspan8	0	0	0.65	0	0	0	0	0	0	0	0	0	0	0	0	0
Tspan9	23.97	55.77	64.67	61.07	78.94	67.35	57.53	34.94	40.6	45.18	38.59	41.36	27.46	59.07	40.47	69.35
Tspo	21.94	12.8	10.65	37.44	20.97	5.72	7.48	0	0	0	0	3.44	0	13.74	5.28	4.91
Tspo2	0	0	0	0	0.98	0	0	1.02	0	2.68	0	0	0	0	0	0
Tspyl1	44.02	41.11	46.68	59.94	72.04	87.21	108.29	118.22	119.75	156	154.02	127.62	130.82	111.59	114.68	87.58
Tspyl2	48.94	33.46	50.3	38.21	53.49	63.93	48.6	71.87	60.49	74.25	93.08	76.35	80.31	81.74	108.28	81.98
Tspyl3	4.36	1.17	4.08	5.11	2.41	2.81	2.86	10.59	19.54	17.25	31.67	27.24	28.91	25.7	15.51	24.82
Tspyl4	9.85	6.42	37.99	23.55	61.65	71.72	97.02	134.17	144.28	275.47	283.51	273.6	279.24	311.44	265.48	240.72
Tspyl5	7.48	7.33	3.77	3.34	8.51	8.58	9.35	12.59	17.39	21.93	22.29	26.5	22.3	19.15	15.13	21.74
Tsr1	93.46	114.44	94.61	63.65	67.25	58.1	41.68	50.32	29.08	33	23.32	32.22	21.36	26.85	20.52	20.89
Tsr2	15.36	25.11	22.27	22.06	27.93	30.7	16.12	26.08	35.51	28.12	31	28.75	26.2	39.76	38.93	27
Tsr3	35.43	47.75	49.21	20.9	43.14	44.69	26.57	49.41	16.94	14.96	35.49	39.09	38.46	41.3	44.1	25.3
Tssc1	16.87	16.45	34.46	27.28	34.05	26.74	30.51	26.66	25.05	34.41	23.96	32.5	17.95	18.4	24.31	21.38
Tssc4	14.21	23.19	34.07	21.53	35.7	36.83	24.83	42.36	27.77	15.83	17	22.93	25.7	18.98	32.72	18.19
Tssk1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tssk2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tssk3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tssk4	1.78	0	0	0	1.31	0	5.34	0	0	0	0	0	0	0	0	0
Tssk5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tssk6	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0
Tst	10.04	21.47	20.62	22.77	8.55	8.85	10.42	15.88	21.54	45.4	49.71	123.77	201.12	150.55	116.55	167.26
Tsta3	21.87	26.14	17.86	18.11	32.03	9.59	5.79	33.08	18.79	28.12	11.5	16.63	10.86	17.72	3.41	16.62
Tstd1	4.71	0	0	0	0	7.2	0	0	0	0	0	0	3.79	3.33	0	0
Tstd2	32.71	38.31	32.41	57.15	39.38	33.69	32.11	33.91	42.76	27.79	19.18	25.44	15.47	15.01	16.16	18.26
Tstd3	41.53	21.81	49.06	76.15	57.06	62.63	67.1	56.85	63.51	64.22	54.06	49.27	40.36	53.32	42.25	31.73
Tsx	0	0	0	0	0	0	0	0	0	0	5.64	0	0	0	0	0
Ttbk1	0.4	0.84	1.02	1.4	0.79	4.93	14.23	15.84	3.65	14.89	13.59	13.71	7.64	9.74	9.3	10.28
Ttbk2	27.32	14.4	13.81	11.53	21.97	28.97	43.3	56.24	37.56	65.8	84.01	57.2	51.38	53.59	45.49	49.3
Ttc1	88.68	84.52	55.03	82.11	136.71	97.32	102.71	117.08	88.64	62.66	87.94	86.77	92.47	98.63	82.93	67.01
Ttc12	5.74	0.25	3.68	4.31	0.51	1.84	3.44	0.79	3.97	5.54	4.93	14.25	10.25	19.96	27.06	27.99
Ttc13	52.74	40.53	28.46	30.56	41.95	51.96	52.3	48.96	44.51	62.93	62.38	54.91	51.33	48.89	36.36	38.53
Ttc14	46.28	35.36	23.89	26.13	29.37	30.23	27.4	29.82	23.69	24.92	27.54	25.34	11.65	19.18	16.7	14.99
Ttc16	0.29	0	0	0	0	0.33	0	0	0	0	0	0	0.7	3.39	1.15	3.93
Ttc17	16.31	7.76	6.2	9.24	9.23	14.13	8.7	18.03	15.17	22.68	24.64	18.44	22.73	18.06	12.72	13.39
Ttc18	1.64	0	0.5	0	0.25	0.27	0	0.27	1.56	0	2.52	4.45	7.92	8.29	4.27	17.56
Ttc19	12.97	20	24.05	10.82	19.01	18.38	33.76	34.49	44.1	73.55	57.33	47.36	58.18	61.46	58.51	38.05
Ttc21a	0.8	0	0.85	0.27	0	0	0	0	0	3.3	4.27	8.58	6.96	9.7	11.07	21.81
Ttc21b	23.08	25.29	23.47	36.94	19.99	13.88	17.03	17.87	9.4	12.91	13.32	11.23	9.2	7.5	6.9	8.25
Ttc22	0	0	0	0	0	0	0	0	0	0	0.59	2.82	1.97	2.43	3.47	0.81
Ttc23	46.9	29.08	38.32	48.9	56.01	33.7	23.35	15.42	23.57	16.01	6.75	24.08	20.68	9.2	19.5	24.63
Ttc23l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ttc24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
